"ROAD","LI","CONTRI","JF","CF","SP","DE","TIME"
"Pokharan No. 1 Road","502+03206","Cadbury Company Chowk/Eastern Express Highway","0","0.70","21.28","-","2016-06-13 00:09:05"
"Pokharan No. 1 Road","502+03206","V. V. Shirwadkar Marg","0","0.70","26.31","-","2016-06-13 00:09:05"
"Pokharan No. 1 Road","502+03206","Dhramveer Anand Chintamani Dighe Marg","0","0.70","28.14","-","2016-06-13 00:09:05"
"Pokharan No. 1 Road","502-03206","V. V. Shirwadkar Marg","0","0.70","28.08","+","2016-06-13 00:08:27"
"Pokharan No. 1 Road","502-03206","Cadbury Company Chowk/Eastern Express Highway","0","0.70","28.27","+","2016-06-13 00:08:27"
"Pokharan No. 1 Road","502-03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","0","0.70","16.04","+","2016-06-13 00:08:27"
"Kamgar Hospital No 33 Road","502+02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0017","0.70","32.00","-","2016-06-13 00:19:10"
"Kamgar Hospital No 33 Road","502-02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0016","0.70","32.00","+","2016-06-13 00:19:10"
"Kamgar Hospital No 33 Road","502-02924","Wagle Industrial Estate","0.0020","0.70","25.00","+","2016-06-13 00:19:10"
"Krishna Nagar No 2 Road","502+02946","Hutatma Maruti Kumar Path/Dr. Ambedkar Path","0","0.70","25.39","-","2016-06-13 00:19:02"
"Krishna Nagar No 2 Road","502-02946","Edulji Road","0.0023","0.70","25.00","+","2016-06-13 00:19:01"
"Eastern Express Highway","502-03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0","0.78","51.09","+","2016-06-13 00:18:57"
"Eastern Express Highway","502-03126","Savitribai Phule Marg","0","0.79","53.26","+","2016-06-13 00:18:57"
"Eastern Express Highway","502-03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0","0.80","56.63","+","2016-06-13 00:18:57"
"Eastern Express Highway","502-03126","Late Mahadev Gopal Patil Marg","0","0.82","61.93","+","2016-06-13 00:18:57"
"Eastern Express Highway","502-03126","Sai Baba Mandir Road","0","0.80","65.34","+","2016-06-13 00:18:57"
"Eastern Express Highway","502-03126","Advokate Almeda Marg","0","0.82","65.09","+","2016-06-13 00:18:57"
"Eastern Express Highway","502+03126","Sai Baba Mandir Road","0","0.70","54.01","-","2016-06-13 00:18:37"
"Eastern Express Highway","502+03126","Late Mahadev Gopal Patil Marg","0.0034","0.70","62.99","-","2016-06-13 00:18:37"
"Eastern Express Highway","502+03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0.0033","0.70","63.99","-","2016-06-13 00:18:37"
"Eastern Express Highway","502+03126","Savitribai Phule Marg","0.0031","0.70","62.99","-","2016-06-13 00:18:37"
"Eastern Express Highway","502+03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0.0035","0.70","56.99","-","2016-06-13 00:18:37"
"Pokharan No. 1 Road","502+03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","0","0.70","23.38","-","2016-06-13 00:19:05"
"Pokharan No. 1 Road","502+03206","Cadbury Company Chowk/Eastern Express Highway","0","0.70","21.28","-","2016-06-13 00:19:05"
"Pokharan No. 1 Road","502+03206","V. V. Shirwadkar Marg","0","0.70","26.31","-","2016-06-13 00:19:05"
"Pokharan No. 1 Road","502+03206","Dhramveer Anand Chintamani Dighe Marg","0","0.70","28.14","-","2016-06-13 00:19:05"
"Pokharan No. 1 Road","502-03206","V. V. Shirwadkar Marg","0","0.70","28.08","+","2016-06-13 00:18:26"
"Pokharan No. 1 Road","502-03206","Cadbury Company Chowk/Eastern Express Highway","0","0.70","28.27","+","2016-06-13 00:18:26"
"Pokharan No. 1 Road","502-03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","0","0.70","16.02","+","2016-06-13 00:18:26"
"Kamgar Hospital No 33 Road","502+02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0017","0.70","32.00","-","2016-06-13 00:29:10"
"Kamgar Hospital No 33 Road","502-02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0016","0.70","32.00","+","2016-06-13 00:29:10"
"Kamgar Hospital No 33 Road","502-02924","Wagle Industrial Estate","0.0020","0.70","25.00","+","2016-06-13 00:29:10"
"Krishna Nagar No 2 Road","502+02946","Hutatma Maruti Kumar Path/Dr. Ambedkar Path","0","0.77","26.85","-","2016-06-13 00:29:02"
"Krishna Nagar No 2 Road","502-02946","Edulji Road","0.3792","0.77","24.35","+","2016-06-13 00:29:01"
"Eastern Express Highway","502-03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0","0.96","73.24","+","2016-06-13 00:28:56"
"Eastern Express Highway","502-03126","Savitribai Phule Marg","0","0.95","74.11","+","2016-06-13 00:28:56"
"Eastern Express Highway","502-03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0","0.96","74.97","+","2016-06-13 00:28:56"
"Eastern Express Highway","502-03126","Late Mahadev Gopal Patil Marg","0","0.97","74.23","+","2016-06-13 00:28:56"
"Eastern Express Highway","502-03126","Sai Baba Mandir Road","0","0.97","79.51","+","2016-06-13 00:28:56"
"Eastern Express Highway","502-03126","Advokate Almeda Marg","0","0.94","69.52","+","2016-06-13 00:28:56"
"Eastern Express Highway","502+03126","Sai Baba Mandir Road","0","0.70","54.01","-","2016-06-13 00:28:41"
"Eastern Express Highway","502+03126","Late Mahadev Gopal Patil Marg","0.0034","0.70","62.99","-","2016-06-13 00:28:41"
"Eastern Express Highway","502+03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0.0033","0.70","63.99","-","2016-06-13 00:28:41"
"Eastern Express Highway","502+03126","Savitribai Phule Marg","0.0031","0.70","62.99","-","2016-06-13 00:28:41"
"Eastern Express Highway","502+03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0.0035","0.70","56.99","-","2016-06-13 00:28:41"
"Pokharan No. 1 Road","502+03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","0","0.80","27.26","-","2016-06-13 00:29:05"
"Pokharan No. 1 Road","502+03206","Cadbury Company Chowk/Eastern Express Highway","0","0.79","24.05","-","2016-06-13 00:29:05"
"Pokharan No. 1 Road","502+03206","V. V. Shirwadkar Marg","0","0.70","26.31","-","2016-06-13 00:29:05"
"Pokharan No. 1 Road","502+03206","Dhramveer Anand Chintamani Dighe Marg","0","0.70","28.14","-","2016-06-13 00:29:05"
"Pokharan No. 1 Road","502-03206","V. V. Shirwadkar Marg","0","0.70","28.08","+","2016-06-13 00:28:26"
"Pokharan No. 1 Road","502-03206","Cadbury Company Chowk/Eastern Express Highway","0","0.70","28.27","+","2016-06-13 00:28:26"
"Pokharan No. 1 Road","502-03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","0","0.70","16.02","+","2016-06-13 00:28:26"
"Kamgar Hospital No 33 Road","502+02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0017","0.70","32.00","-","2016-06-13 00:39:10"
"Kamgar Hospital No 33 Road","502-02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0016","0.70","32.00","+","2016-06-13 00:39:10"
"Kamgar Hospital No 33 Road","502-02924","Wagle Industrial Estate","0.0020","0.70","25.00","+","2016-06-13 00:39:10"
"Krishna Nagar No 2 Road","502+02946","Hutatma Maruti Kumar Path/Dr. Ambedkar Path","0","0.73","25.80","-","2016-06-13 00:39:02"
"Krishna Nagar No 2 Road","502-02946","Edulji Road","0.1726","0.73","24.71","+","2016-06-13 00:39:01"
"Eastern Express Highway","502-03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0","0.81","60.02","+","2016-06-13 00:38:57"
"Eastern Express Highway","502-03126","Savitribai Phule Marg","0","0.81","60.27","+","2016-06-13 00:38:57"
"Eastern Express Highway","502-03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0","0.81","62.31","+","2016-06-13 00:38:57"
"Eastern Express Highway","502-03126","Late Mahadev Gopal Patil Marg","0","0.84","67.80","+","2016-06-13 00:38:57"
"Eastern Express Highway","502-03126","Sai Baba Mandir Road","0","0.82","69.86","+","2016-06-13 00:38:57"
"Eastern Express Highway","502-03126","Advokate Almeda Marg","0","0.84","70.17","+","2016-06-13 00:38:57"
"Eastern Express Highway","502+03126","Sai Baba Mandir Road","0","0.70","54.01","-","2016-06-13 00:38:38"
"Eastern Express Highway","502+03126","Late Mahadev Gopal Patil Marg","0.0034","0.70","62.99","-","2016-06-13 00:38:38"
"Eastern Express Highway","502+03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0.0033","0.70","63.99","-","2016-06-13 00:38:38"
"Eastern Express Highway","502+03126","Savitribai Phule Marg","0.0031","0.70","62.99","-","2016-06-13 00:38:38"
"Eastern Express Highway","502+03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0.0035","0.70","56.99","-","2016-06-13 00:38:38"
"Pokharan No. 1 Road","502+03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","0","0.74","24.74","-","2016-06-13 00:39:05"
"Pokharan No. 1 Road","502+03206","Cadbury Company Chowk/Eastern Express Highway","0","0.74","22.27","-","2016-06-13 00:39:05"
"Pokharan No. 1 Road","502+03206","V. V. Shirwadkar Marg","0","0.70","26.31","-","2016-06-13 00:39:05"
"Pokharan No. 1 Road","502+03206","Dhramveer Anand Chintamani Dighe Marg","0","0.70","28.14","-","2016-06-13 00:39:05"
"Pokharan No. 1 Road","502-03206","V. V. Shirwadkar Marg","0","0.70","28.08","+","2016-06-13 00:38:27"
"Pokharan No. 1 Road","502-03206","Cadbury Company Chowk/Eastern Express Highway","0","0.70","28.27","+","2016-06-13 00:38:27"
"Pokharan No. 1 Road","502-03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","0","0.70","16.00","+","2016-06-13 00:38:27"
"Kamgar Hospital No 33 Road","502+02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0017","0.70","32.00","-","2016-06-13 00:49:10"
"Kamgar Hospital No 33 Road","502-02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0016","0.70","32.00","+","2016-06-13 00:49:10"
"Kamgar Hospital No 33 Road","502-02924","Wagle Industrial Estate","0.0020","0.70","25.00","+","2016-06-13 00:49:10"
"Krishna Nagar No 2 Road","502+02946","Hutatma Maruti Kumar Path/Dr. Ambedkar Path","0","0.71","25.35","-","2016-06-13 00:49:02"
"Krishna Nagar No 2 Road","502-02946","Edulji Road","0.0780","0.71","24.87","+","2016-06-13 00:49:02"
"Eastern Express Highway","502-03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0","0.75","53.95","+","2016-06-13 00:48:57"
"Eastern Express Highway","502-03126","Savitribai Phule Marg","0","0.75","54.06","+","2016-06-13 00:48:57"
"Eastern Express Highway","502-03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0","0.75","56.63","+","2016-06-13 00:48:57"
"Eastern Express Highway","502-03126","Late Mahadev Gopal Patil Marg","0","0.76","61.85","+","2016-06-13 00:48:57"
"Eastern Express Highway","502-03126","Sai Baba Mandir Road","0","0.75","65.53","+","2016-06-13 00:48:57"
"Eastern Express Highway","502-03126","Advokate Almeda Marg","0","0.76","64.01","+","2016-06-13 00:48:57"
"Eastern Express Highway","502+03126","Sai Baba Mandir Road","0","0.70","54.01","-","2016-06-13 00:48:45"
"Eastern Express Highway","502+03126","Late Mahadev Gopal Patil Marg","0.0034","0.70","62.99","-","2016-06-13 00:48:45"
"Eastern Express Highway","502+03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0.0033","0.70","63.99","-","2016-06-13 00:48:45"
"Eastern Express Highway","502+03126","Savitribai Phule Marg","0.0031","0.70","62.99","-","2016-06-13 00:48:45"
"Eastern Express Highway","502+03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0.0035","0.70","56.99","-","2016-06-13 00:48:45"
"Pokharan No. 1 Road","502+03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","0","0.72","23.39","-","2016-06-13 00:49:05"
"Pokharan No. 1 Road","502+03206","Cadbury Company Chowk/Eastern Express Highway","0","0.71","21.55","-","2016-06-13 00:49:05"
"Pokharan No. 1 Road","502+03206","V. V. Shirwadkar Marg","0","0.70","26.31","-","2016-06-13 00:49:05"
"Pokharan No. 1 Road","502+03206","Dhramveer Anand Chintamani Dighe Marg","0","0.70","28.14","-","2016-06-13 00:49:05"
"Pokharan No. 1 Road","502-03206","V. V. Shirwadkar Marg","0","0.70","28.08","+","2016-06-13 00:48:27"
"Pokharan No. 1 Road","502-03206","Cadbury Company Chowk/Eastern Express Highway","0","0.70","28.27","+","2016-06-13 00:48:27"
"Pokharan No. 1 Road","502-03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","0","0.70","16.00","+","2016-06-13 00:48:27"
"Kamgar Hospital No 33 Road","502+02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0017","0.70","32.00","-","2016-06-13 00:59:10"
"Kamgar Hospital No 33 Road","502-02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0016","0.70","32.00","+","2016-06-13 00:59:10"
"Kamgar Hospital No 33 Road","502-02924","Wagle Industrial Estate","0.0020","0.70","25.00","+","2016-06-13 00:59:10"
"Krishna Nagar No 2 Road","502+02946","Hutatma Maruti Kumar Path/Dr. Ambedkar Path","0","0.70","25.16","-","2016-06-13 00:59:02"
"Krishna Nagar No 2 Road","502-02946","Edulji Road","0.0351","0.70","24.94","+","2016-06-13 00:59:02"
"Eastern Express Highway","502-03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0","0.72","51.61","+","2016-06-13 00:58:56"
"Eastern Express Highway","502-03126","Savitribai Phule Marg","0","0.72","51.67","+","2016-06-13 00:58:56"
"Eastern Express Highway","502-03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0","0.72","54.44","+","2016-06-13 00:58:56"
"Eastern Express Highway","502-03126","Late Mahadev Gopal Patil Marg","0","0.72","59.18","+","2016-06-13 00:58:56"
"Eastern Express Highway","502-03126","Sai Baba Mandir Road","0","0.72","63.86","+","2016-06-13 00:58:56"
"Eastern Express Highway","502-03126","Advokate Almeda Marg","0","0.73","61.64","+","2016-06-13 00:58:56"
"Eastern Express Highway","502+03126","Sai Baba Mandir Road","0","0.70","54.01","-","2016-06-13 00:58:38"
"Eastern Express Highway","502+03126","Late Mahadev Gopal Patil Marg","0.0034","0.70","62.99","-","2016-06-13 00:58:38"
"Eastern Express Highway","502+03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0.0033","0.70","63.99","-","2016-06-13 00:58:38"
"Eastern Express Highway","502+03126","Savitribai Phule Marg","0.0031","0.70","62.99","-","2016-06-13 00:58:38"
"Eastern Express Highway","502+03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0.0035","0.70","56.99","-","2016-06-13 00:58:38"
"Pokharan No. 1 Road","502+03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","0.2541","0.70","22.60","-","2016-06-13 00:59:05"
"Pokharan No. 1 Road","502+03206","Cadbury Company Chowk/Eastern Express Highway","0","0.70","21.24","-","2016-06-13 00:59:05"
"Pokharan No. 1 Road","502+03206","V. V. Shirwadkar Marg","0.3990","0.70","25.29","-","2016-06-13 00:59:05"
"Pokharan No. 1 Road","502+03206","Dhramveer Anand Chintamani Dighe Marg","0","0.70","28.14","-","2016-06-13 00:59:05"
"Pokharan No. 1 Road","502-03206","V. V. Shirwadkar Marg","0","0.70","28.08","+","2016-06-13 00:58:26"
"Pokharan No. 1 Road","502-03206","Cadbury Company Chowk/Eastern Express Highway","0","0.70","28.27","+","2016-06-13 00:58:26"
"Pokharan No. 1 Road","502-03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","0","0.70","16.00","+","2016-06-13 00:58:26"
"Kamgar Hospital No 33 Road","502+02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0017","0.70","32.00","-","2016-06-13 01:09:10"
"Kamgar Hospital No 33 Road","502-02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0016","0.70","32.00","+","2016-06-13 01:09:10"
"Kamgar Hospital No 33 Road","502-02924","Wagle Industrial Estate","0.0020","0.70","25.00","+","2016-06-13 01:09:10"
"Krishna Nagar No 2 Road","502+02946","Hutatma Maruti Kumar Path/Dr. Ambedkar Path","0","0.70","25.16","-","2016-06-13 01:09:02"
"Krishna Nagar No 2 Road","502-02946","Edulji Road","0.0235","0.70","24.96","+","2016-06-13 01:09:01"
"Eastern Express Highway","502-03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0","0.71","50.61","+","2016-06-13 01:08:57"
"Eastern Express Highway","502-03126","Savitribai Phule Marg","0","0.71","50.94","+","2016-06-13 01:08:57"
"Eastern Express Highway","502-03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0","0.71","53.51","+","2016-06-13 01:08:57"
"Eastern Express Highway","502-03126","Late Mahadev Gopal Patil Marg","0","0.71","58.35","+","2016-06-13 01:08:57"
"Eastern Express Highway","502-03126","Sai Baba Mandir Road","0","0.71","63.15","+","2016-06-13 01:08:57"
"Eastern Express Highway","502-03126","Advokate Almeda Marg","0","0.71","60.39","+","2016-06-13 01:08:57"
"Eastern Express Highway","502+03126","Sai Baba Mandir Road","0","0.70","54.01","-","2016-06-13 01:08:38"
"Eastern Express Highway","502+03126","Late Mahadev Gopal Patil Marg","0.0034","0.70","62.99","-","2016-06-13 01:08:38"
"Eastern Express Highway","502+03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0.0033","0.70","63.99","-","2016-06-13 01:08:38"
"Eastern Express Highway","502+03126","Savitribai Phule Marg","0.0031","0.70","62.99","-","2016-06-13 01:08:38"
"Eastern Express Highway","502+03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0.0035","0.70","56.99","-","2016-06-13 01:08:38"
"Pokharan No. 1 Road","502+03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","0.8354","0.70","21.69","-","2016-06-13 01:09:07"
"Pokharan No. 1 Road","502+03206","Cadbury Company Chowk/Eastern Express Highway","0","0.73","21.56","-","2016-06-13 01:09:07"
"Pokharan No. 1 Road","502+03206","V. V. Shirwadkar Marg","0.4904","0.70","25.13","-","2016-06-13 01:09:07"
"Pokharan No. 1 Road","502+03206","Dhramveer Anand Chintamani Dighe Marg","0","0.70","28.14","-","2016-06-13 01:09:07"
"Pokharan No. 1 Road","502-03206","V. V. Shirwadkar Marg","0","0.70","28.08","+","2016-06-13 01:08:26"
"Pokharan No. 1 Road","502-03206","Cadbury Company Chowk/Eastern Express Highway","0","0.70","28.27","+","2016-06-13 01:08:26"
"Pokharan No. 1 Road","502-03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","0","0.70","16.00","+","2016-06-13 01:08:26"
"Kamgar Hospital No 33 Road","502+02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0017","0.70","32.00","-","2016-06-13 01:19:10"
"Kamgar Hospital No 33 Road","502-02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0016","0.70","32.00","+","2016-06-13 01:19:10"
"Kamgar Hospital No 33 Road","502-02924","Wagle Industrial Estate","0.0020","0.70","25.00","+","2016-06-13 01:19:10"
"Krishna Nagar No 2 Road","502+02946","Hutatma Maruti Kumar Path/Dr. Ambedkar Path","0","0.70","25.16","-","2016-06-13 01:19:02"
"Krishna Nagar No 2 Road","502-02946","Edulji Road","0.0105","0.70","24.98","+","2016-06-13 01:19:02"
"Eastern Express Highway","502-03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0","0.81","50.03","+","2016-06-13 01:18:57"
"Eastern Express Highway","502-03126","Savitribai Phule Marg","0","0.87","50.29","+","2016-06-13 01:18:57"
"Eastern Express Highway","502-03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0.1207","0.87","51.57","+","2016-06-13 01:18:57"
"Eastern Express Highway","502-03126","Late Mahadev Gopal Patil Marg","0.9915","0.90","53.15","+","2016-06-13 01:18:57"
"Eastern Express Highway","502-03126","Sai Baba Mandir Road","1.1513","0.83","57.13","+","2016-06-13 01:18:57"
"Eastern Express Highway","502-03126","Advokate Almeda Marg","0","0.70","59.73","+","2016-06-13 01:18:57"
"Eastern Express Highway","502+03126","Sai Baba Mandir Road","0","0.70","54.01","-","2016-06-13 01:18:37"
"Eastern Express Highway","502+03126","Late Mahadev Gopal Patil Marg","0.0034","0.70","62.99","-","2016-06-13 01:18:37"
"Eastern Express Highway","502+03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0.0033","0.70","63.99","-","2016-06-13 01:18:37"
"Eastern Express Highway","502+03126","Savitribai Phule Marg","0.0031","0.70","62.99","-","2016-06-13 01:18:37"
"Eastern Express Highway","502+03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0.0035","0.70","56.99","-","2016-06-13 01:18:37"
"Pokharan No. 1 Road","502+03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","1.3050","0.70","20.95","-","2016-06-13 01:19:05"
"Pokharan No. 1 Road","502+03206","Cadbury Company Chowk/Eastern Express Highway","0","0.71","21.25","-","2016-06-13 01:19:05"
"Pokharan No. 1 Road","502+03206","V. V. Shirwadkar Marg","0.5148","0.70","25.09","-","2016-06-13 01:19:05"
"Pokharan No. 1 Road","502+03206","Dhramveer Anand Chintamani Dighe Marg","0","0.70","28.14","-","2016-06-13 01:19:05"
"Pokharan No. 1 Road","502-03206","V. V. Shirwadkar Marg","0.3630","0.70","27.31","+","2016-06-13 01:18:27"
"Pokharan No. 1 Road","502-03206","Cadbury Company Chowk/Eastern Express Highway","0","0.70","28.27","+","2016-06-13 01:18:27"
"Pokharan No. 1 Road","502-03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","0","0.70","16.00","+","2016-06-13 01:18:27"
"Kamgar Hospital No 33 Road","502+02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0017","0.70","32.00","-","2016-06-13 01:29:11"
"Kamgar Hospital No 33 Road","502-02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0016","0.70","32.00","+","2016-06-13 01:29:11"
"Kamgar Hospital No 33 Road","502-02924","Wagle Industrial Estate","0.0020","0.70","25.00","+","2016-06-13 01:29:11"
"Krishna Nagar No 2 Road","502+02946","Hutatma Maruti Kumar Path/Dr. Ambedkar Path","0","0.70","25.16","-","2016-06-13 01:29:03"
"Krishna Nagar No 2 Road","502-02946","Edulji Road","0","0.72","25.54","+","2016-06-13 01:29:01"
"Eastern Express Highway","502-03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0","0.75","49.46","+","2016-06-13 01:28:56"
"Eastern Express Highway","502-03126","Savitribai Phule Marg","0","0.77","49.58","+","2016-06-13 01:28:56"
"Eastern Express Highway","502-03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0.0542","0.77","51.81","+","2016-06-13 01:28:56"
"Eastern Express Highway","502-03126","Late Mahadev Gopal Patil Marg","0.4451","0.79","55.27","+","2016-06-13 01:28:56"
"Eastern Express Highway","502-03126","Sai Baba Mandir Road","0.5168","0.76","59.82","+","2016-06-13 01:28:56"
"Eastern Express Highway","502-03126","Advokate Almeda Marg","0","0.70","59.73","+","2016-06-13 01:28:56"
"Eastern Express Highway","502+03126","Sai Baba Mandir Road","0","0.91","59.56","-","2016-06-13 01:28:37"
"Eastern Express Highway","502+03126","Late Mahadev Gopal Patil Marg","0.1232","0.94","62.47","-","2016-06-13 01:28:37"
"Eastern Express Highway","502+03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0.5735","0.94","61.50","-","2016-06-13 01:28:37"
"Eastern Express Highway","502+03126","Savitribai Phule Marg","0.4212","0.92","61.19","-","2016-06-13 01:28:37"
"Eastern Express Highway","502+03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0","0.94","58.08","-","2016-06-13 01:28:37"
"Pokharan No. 1 Road","502+03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","1.6471","0.70","20.42","-","2016-06-13 01:29:05"
"Pokharan No. 1 Road","502+03206","Cadbury Company Chowk/Eastern Express Highway","0","0.70","21.11","-","2016-06-13 01:29:05"
"Pokharan No. 1 Road","502+03206","V. V. Shirwadkar Marg","0.5420","0.70","25.04","-","2016-06-13 01:29:05"
"Pokharan No. 1 Road","502+03206","Dhramveer Anand Chintamani Dighe Marg","0","0.70","28.14","-","2016-06-13 01:29:05"
"Pokharan No. 1 Road","502-03206","V. V. Shirwadkar Marg","0.7486","0.70","26.57","+","2016-06-13 01:28:27"
"Pokharan No. 1 Road","502-03206","Cadbury Company Chowk/Eastern Express Highway","0","0.70","28.27","+","2016-06-13 01:28:27"
"Pokharan No. 1 Road","502-03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","0","0.70","16.00","+","2016-06-13 01:28:27"
"Kamgar Hospital No 33 Road","502+02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0017","0.70","32.00","-","2016-06-13 01:39:11"
"Kamgar Hospital No 33 Road","502-02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0016","0.70","32.00","+","2016-06-13 01:39:11"
"Kamgar Hospital No 33 Road","502-02924","Wagle Industrial Estate","0.0020","0.70","25.00","+","2016-06-13 01:39:11"
"Krishna Nagar No 2 Road","502+02946","Hutatma Maruti Kumar Path/Dr. Ambedkar Path","0","0.70","25.16","-","2016-06-13 01:39:04"
"Krishna Nagar No 2 Road","502-02946","Edulji Road","0","0.71","25.36","+","2016-06-13 01:39:05"
"Eastern Express Highway","502-03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0","0.72","49.24","+","2016-06-13 01:38:56"
"Eastern Express Highway","502-03126","Savitribai Phule Marg","0","0.73","49.26","+","2016-06-13 01:38:56"
"Eastern Express Highway","502-03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0.0243","0.73","51.91","+","2016-06-13 01:38:56"
"Eastern Express Highway","502-03126","Late Mahadev Gopal Patil Marg","0.1998","0.74","56.22","+","2016-06-13 01:38:56"
"Eastern Express Highway","502-03126","Sai Baba Mandir Road","0.2320","0.72","61.02","+","2016-06-13 01:38:56"
"Eastern Express Highway","502-03126","Advokate Almeda Marg","0","0.70","59.73","+","2016-06-13 01:38:56"
"Eastern Express Highway","502+03126","Sai Baba Mandir Road","0","0.98","66.05","-","2016-06-13 01:38:38"
"Eastern Express Highway","502+03126","Late Mahadev Gopal Patil Marg","0","0.96","65.60","-","2016-06-13 01:38:38"
"Eastern Express Highway","502+03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0","0.93","67.63","-","2016-06-13 01:38:38"
"Eastern Express Highway","502+03126","Savitribai Phule Marg","0","0.96","66.92","-","2016-06-13 01:38:38"
"Eastern Express Highway","502+03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0","0.83","59.69","-","2016-06-13 01:38:38"
"Pokharan No. 1 Road","502+03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","1.7950","0.70","20.19","-","2016-06-13 01:39:04"
"Pokharan No. 1 Road","502+03206","Cadbury Company Chowk/Eastern Express Highway","0","0.70","20.48","-","2016-06-13 01:39:04"
"Pokharan No. 1 Road","502+03206","V. V. Shirwadkar Marg","0.5542","0.70","25.02","-","2016-06-13 01:39:04"
"Pokharan No. 1 Road","502+03206","Dhramveer Anand Chintamani Dighe Marg","0","0.70","28.14","-","2016-06-13 01:39:04"
"Pokharan No. 1 Road","502-03206","V. V. Shirwadkar Marg","1.2144","0.70","25.68","+","2016-06-13 01:38:33"
"Pokharan No. 1 Road","502-03206","Cadbury Company Chowk/Eastern Express Highway","0","0.70","27.44","+","2016-06-13 01:38:33"
